ID_DOI,Latitude,Longitude,Multispecies study (y/n),yrstart,yrend,Significant trend (y/blank),r or r2 value reported (y/blank),Species,Time Series Type ,Position,Abundance Change,Hemisphere,Sampling,Functional group,Timespan,full.ref
1079,64,-21.8,y,1985,2004,,,Lophius piscatorius,Time series,1,Positive,N,Timeseries,Fish,20,"Bjornsson, H. and O.K. Palsson. 2004. Distribution patterns and dynamics of fish stocks under recent climate change in Icelandic waters. ICES CM2004/K:30"
2130,-29.42,31.32,y,1989,2007,y,,Lutjanus argentimaculatus,Time series,0.76771,Positive,S,Timeseries,Fish,19,"Lloyd, P., S. Weeks, M. Magno-Canto, G. Plaganyi and E. Plaganyi. 2010 Ocean warming alters species abundance patterns and increases species richness in an African sub-tropical reef-fish community. Fisheries Oceanography 21: 78-94"
1095,30,-86.5,y,1971,2006,,,Lutjanus griseus,Irregular,1,Positive,N,Irregular,Fish,36,"Fodrie, F.J., K.L. Heck, S.P. Powers, W.M. Graham and K.L. Robinson. 2010. Climate-related, decadal-scale assemblage changes of seagrass-associated fishes in the northern Gulf of Mexico. Global Change Biology 16: 48-59"
2130,-29.42,31.32,y,1989,2007,y,,Lutjanus rivulatus,Time series,0.97243,Positive,S,Timeseries,Fish,19,"Lloyd, P., S. Weeks, M. Magno-Canto, G. Plaganyi and E. Plaganyi. 2010 Ocean warming alters species abundance patterns and increases species richness in an African sub-tropical reef-fish community. Fisheries Oceanography 21: 78-94"
1095,30,-86.5,y,1971,2006,,,Lutjanus synagris,Irregular,0.97979,Positive,N,Irregular,Fish,36,"Fodrie, F.J., K.L. Heck, S.P. Powers, W.M. Graham and K.L. Robinson. 2010. Climate-related, decadal-scale assemblage changes of seagrass-associated fishes in the northern Gulf of Mexico. Global Change Biology 16: 48-59"
2111,33,-121,y,1951,2002,,,Lyopsetta exilis,Time series,0.01265,Positive,N,Timeseries,Larvalbonyfish,52,"Hsieh, C. H., C. Reiss, W. Watson, M. J. Allen, J. R. Hunter, R. N. Lea, R. H. Rosenblatt, P. E. Smith and G. Sugihara 2005.A comparison of long-term trends and variability in populations of larvae of exploited and unexploited fishes in the southern Calif"
2091,56,-169,y,1975,2000,,,Mallotus villosus,Irregular,0.41527,Negative,N,Irregular,Fish,26,"Sinclair, E.H., L.S. Vlietstra, D.S. Johnson, T.K. Zeppelin, G.V. Byrd, A.M. Springer, R.R. Ream and G.L. Hunt Jr. 2008. Patterns in prey use among fur seals and seabirds in the Pribilof Islands. Deep-Sea Research II 55: 1897-1918"
2145,62.3,-82.3,y,1981,2002,y,y,Mallotus villosus,Time series,0.61992,Positive,N,Timeseries,Fish,22,"Gaston, A.J., K. Woo and M. Hipfner. 2003. Trends in forage fish populations in Northern Hudson Bay since 1981, as determined from the diet of nestling thick-billed murres Uria lomvia. Arctic 56:227-233"
2145,62.56,-77.96,y,1980,1999,,,Mallotus villosus,Irregular,0.62837,Positive,N,Irregular,Fish,20,"Gaston, A.J., K. Woo and M. Hipfner. 2003. Trends in forage fish populations in Northern Hudson Bay since 1981, as determined from the diet of nestling thick-billed murres Uria lomvia. Arctic 56:227-233"
1079,63.9,-23,y,1985,2004,,,Mallotus villosus,Time series,0.6719,Negative,N,Timeseries,Fish,20,"Bjornsson, H. and O.K. Palsson. 2004. Distribution patterns and dynamics of fish stocks under recent climate change in Icelandic waters. ICES CM2004/K:30"
2133,58,-5.5,y,1948,2003,,,Megaptera novaeangliae,Time series,0.79579,Positive,N,Timeseries,Mammalsandreptiles,56,"MacLeod, C.D., S.M. Bannon, G.J. Pierce, C. Schweder, J.A. Learmonth, J.S. Herman and R.J. Reid. 2005. Climate change and the cetacean community of north-west Scotland. Biological Conservation 124: 477:483"
2120,56,-10,y,1970,1998,,,Melanogrammus aeglefinus,Time series,0.71897,Negative,N,Timeseries,Fish,29,"Brunel T., Boucher J. 2007. Long-term trends in fish recruitment in the north-east Atlantic related to climate change. Fisheries Oceanography 16: 336-349."
2148,59,1,y,1980,1999,,,Melanogrammus aeglefinus,Time series,0.85948,Positive,N,Timeseries,Fish,20,"Hedger, R., E. McKenzie, M. Heath, P. Wright, B. Scott, A. Gallego and J. Andrews. 2004. Analysis of the spatial distributions of mature cod (Gadus morhua) and haddock (Melanogrammus aeglefinus) abundance in the North Sea (1980-1999) using generalised add"
2120,61,-8,y,1970,1998,,,Melanogrammus aeglefinus,Time series,0.95316,Negative,N,Timeseries,Fish,29,"Brunel T., Boucher J. 2007. Long-term trends in fish recruitment in the north-east Atlantic related to climate change. Fisheries Oceanography 16: 336-349."
1079,64.8,-20.4,y,1985,2004,,,Melanogrammus aeglefinus,Time series,1,Positive,N,Timeseries,Fish,20,"Bjornsson, H. and O.K. Palsson. 2004. Distribution patterns and dynamics of fish stocks under recent climate change in Icelandic waters. ICES CM2004/K:30"
2120,67,11,y,1970,1998,,,Melanogrammus aeglefinus,Time series,1,Negative,N,Timeseries,Fish,29,"Brunel T., Boucher J. 2007. Long-term trends in fish recruitment in the north-east Atlantic related to climate change. Fisheries Oceanography 16: 336-349."
1098,50.15,-4.15,y,1913,2002,y,y,Merlangius merlangus,Irregular,0,Positive,N,Irregular,Fish,90,"Genner, M.J., D.W. Sims, V.J. Wearmouth, E.J. Southall, A.J. Southward, P.A. Henderson and S.J. Hawkins. 2004. Regional climatic warming drives long-term community change of British marine fish. Proceedings of the Royal Society of London Series B. 271: 65"
1098,51.2,-3.13,y,1981,2002,y,y,Merlangius merlangus,Time series,0,Negative,N,Timeseries,Fish,22,"Genner, M.J., D.W. Sims, V.J. Wearmouth, E.J. Southall, A.J. Southward, P.A. Henderson and S.J. Hawkins. 2004. Regional climatic warming drives long-term community change of British marine fish. Proceedings of the Royal Society of London Series B. 271: 65"
1033,51.42,3.58,y,1970,2006,,,Merlangius merlangus,Time series,0.00293,Negative,N,Timeseries,Fish,37,"Tulp, I., Bolle, L.J. and A.D. Rijnsdorp. 2008. Signals from the shallows: In search of common patterns in long-term trends in Dutch estuarine and coastal fish. Journal of Sea Research. 60: 54-73"
1033,52.9,4.6,y,1970,2006,,,Merlangius merlangus,Time series,0.18474,Negative,N,Timeseries,Fish,37,"Tulp, I., Bolle, L.J. and A.D. Rijnsdorp. 2008. Signals from the shallows: In search of common patterns in long-term trends in Dutch estuarine and coastal fish. Journal of Sea Research. 60: 54-73"
1033,53.15,5.15,y,1970,2006,,,Merlangius merlangus,Time series,0.21545,Positive,N,Timeseries,Fish,37,"Tulp, I., Bolle, L.J. and A.D. Rijnsdorp. 2008. Signals from the shallows: In search of common patterns in long-term trends in Dutch estuarine and coastal fish. Journal of Sea Research. 60: 54-73"
2120,56,-10,y,1970,1998,,,Merlangius merlangus,Time series,0.56556,Negative,N,Timeseries,Fish,29,"Brunel T., Boucher J. 2007. Long-term trends in fish recruitment in the north-east Atlantic related to climate change. Fisheries Oceanography 16: 336-349."
2120,57,3,y,1970,1998,,,Merlangius merlangus,Time series,0.6884,Negative,N,Timeseries,Fish,29,"Brunel T., Boucher J. 2007. Long-term trends in fish recruitment in the north-east Atlantic related to climate change. Fisheries Oceanography 16: 336-349."
1079,63.2,-20,y,1985,2004,,,Merlangius merlangus,Time series,1,Positive,N,Timeseries,Fish,20,"Bjornsson, H. and O.K. Palsson. 2004. Distribution patterns and dynamics of fish stocks under recent climate change in Icelandic waters. ICES CM2004/K:30"
1101,41.26,-71.25,y,1959,2005,y,,Merluccius bilinearis,Time series,0.37572,Negative,N,Timeseries,Fish,47,"Collie, J.S, Wood A.D. and Jeffries H.P. 2008 Long-term shifts in the species composition of a coastal fish community. Canadian Journal of Fisheries and Aquatic Sciences. 65: 1352-1365"
1101,41.34,-71.25,y,1959,2005,y,,Merluccius bilinearis,Time series,0.38337,Negative,N,Timeseries,Fish,47,"Collie, J.S, Wood A.D. and Jeffries H.P. 2008 Long-term shifts in the species composition of a coastal fish community. Canadian Journal of Fisheries and Aquatic Sciences. 65: 1352-1365"
2019,45,-3,y,1973,1995,y,y,Merluccius merluccius,Time series,0.43347,Negative,N,Timeseries,Fish,23,"Hemery, G., F. D'Amico, I. Castege, B. Dupont, J. D'Elbee, Y. Lalanne and C. Mouches.  2008.  Detecting the impact of oceano-climatic changes on marine ecosystems using a multivariate index: The case of the Bay of Biscay (North Atlantic-European Ocean).  "
1098,50.15,-4.15,y,1913,2002,,y,Merluccius merluccius,Irregular,0.62968,Negative,N,Irregular,Fish,90,"Genner, M.J., D.W. Sims, V.J. Wearmouth, E.J. Southall, A.J. Southward, P.A. Henderson and S.J. Hawkins. 2004. Regional climatic warming drives long-term community change of British marine fish. Proceedings of the Royal Society of London Series B. 271: 65"
1098,51.2,-3.13,y,1981,2002,y,y,Merluccius merluccius,Time series,0.66969,Positive,N,Timeseries,Fish,22,"Genner, M.J., D.W. Sims, V.J. Wearmouth, E.J. Southall, A.J. Southward, P.A. Henderson and S.J. Hawkins. 2004. Regional climatic warming drives long-term community change of British marine fish. Proceedings of the Royal Society of London Series B. 271: 65"
2111,33,-121,y,1951,2002,,,Merluccius productus,Time series,0.24303,Positive,N,Timeseries,Larvalbonyfish,52,"Hsieh, C. H., C. Reiss, W. Watson, M. J. Allen, J. R. Hunter, R. N. Lea, R. H. Rosenblatt, P. E. Smith and G. Sugihara 2005.A comparison of long-term trends and variability in populations of larvae of exploited and unexploited fishes in the southern Calif"
2133,58,-5.5,y,1948,2003,y,,Mesoplodon bidens,Time series,0.9429,Negative,N,Timeseries,Mammalsandreptiles,56,"MacLeod, C.D., S.M. Bannon, G.J. Pierce, C. Schweder, J.A. Learmonth, J.S. Herman and R.J. Reid. 2005. Climate change and the cetacean community of north-west Scotland. Biological Conservation 124: 477:483"
2018,54.19,7.9,y,1974,1994,,,Metridia lucens,Time series,0.47964,Negative,N,Timeseries,Zooplankton,21,"Greve, W., F. Reiners and J. Nast. 1996. Biocoenotic changes of the zooplankton in the German Bight: the possible effects of eutrophication and climate. ICES Journal of Marine Science. 53: 951-956."
1010,46,-3,y,1987,2006,y,y,Microchirus variegatus,Time series,0.47197,Positive,N,Timeseries,Fish,20,"Hermant, M., J. Lobry, S. Bonhommeau, J. Poulard and O. Le Pape. 2010. Impact of warming on abundance and occurrence of flatfish populations in the Bay of Biscay (France). Journal of Sea Research 64: 45-53"
1098,50.15,-4.15,y,1913,2002,y,y,Microchirus variegatus,Irregular,0.6402,Positive,N,Irregular,Fish,90,"Genner, M.J., D.W. Sims, V.J. Wearmouth, E.J. Southall, A.J. Southward, P.A. Henderson and S.J. Hawkins. 2004. Regional climatic warming drives long-term community change of British marine fish. Proceedings of the Royal Society of London Series B. 271: 65"
1079,63.4,-21.6,y,1985,2004,,,Micromesistius poutassou,Time series,0.7899,Positive,N,Timeseries,Fish,20,"Bjornsson, H. and O.K. Palsson. 2004. Distribution patterns and dynamics of fish stocks under recent climate change in Icelandic waters. ICES CM2004/K:30"
1010,46,-3,y,1987,2006,,y,Microstomus kitt,Time series,0,Negative,N,Timeseries,Fish,20,"Hermant, M., J. Lobry, S. Bonhommeau, J. Poulard and O. Le Pape. 2010. Impact of warming on abundance and occurrence of flatfish populations in the Bay of Biscay (France). Journal of Sea Research 64: 45-53"
1098,50.15,-4.15,y,1913,2002,,y,Microstomus kitt,Irregular,0.01896,Negative,N,Irregular,Fish,90,"Genner, M.J., D.W. Sims, V.J. Wearmouth, E.J. Southall, A.J. Southward, P.A. Henderson and S.J. Hawkins. 2004. Regional climatic warming drives long-term community change of British marine fish. Proceedings of the Royal Society of London Series B. 271: 65"
1079,64.3,-20.4,y,1985,2004,,,Microstomus kitt,Time series,0.84036,Positive,N,Timeseries,Fish,20,"Bjornsson, H. and O.K. Palsson. 2004. Distribution patterns and dynamics of fish stocks under recent climate change in Icelandic waters. ICES CM2004/K:30"
2111,33,-121,y,1951,2002,,,Microstomus pacificus,Time series,0.03612,Positive,N,Timeseries,Larvalbonyfish,52,"Hsieh, C. H., C. Reiss, W. Watson, M. J. Allen, J. R. Hunter, R. N. Lea, R. H. Rosenblatt, P. E. Smith and G. Sugihara 2005.A comparison of long-term trends and variability in populations of larvae of exploited and unexploited fishes in the southern Calif"
1098,50.15,-4.15,y,1913,2002,,y,Molva molva,Irregular,0.23267,Positive,N,Irregular,Fish,90,"Genner, M.J., D.W. Sims, V.J. Wearmouth, E.J. Southall, A.J. Southward, P.A. Henderson and S.J. Hawkins. 2004. Regional climatic warming drives long-term community change of British marine fish. Proceedings of the Royal Society of London Series B. 271: 65"
2007,-43.85,146.98,n,1947,1998,,,Morus serrator,Irregular,0.90589,Positive,S,Irregular,Seabirds,52,"Bunce, A., F.I. Norman, N. Brothers, and R. Gales.  2002.  Long-term trends in the Australasian gannet (Morus serrator) population in Australia: the effect of climate change and commercial fisheries.  Marine Biology 141: 263-269."
2007,-43.85,146.98,n,1939,2000,,,Morus serrator,Irregular,0.90589,Positive,S,Irregular,Seabirds,62,"Bunce, A., F.I. Norman, N. Brothers, and R. Gales.  2002.  Long-term trends in the Australasian gannet (Morus serrator) population in Australia: the effect of climate change and commercial fisheries.  Marine Biology 141: 263-269."
2007,-43.85,147.03,n,1961,1997,,,Morus serrator,Irregular,0.90589,Positive,S,Irregular,Seabirds,37,"Bunce, A., F.I. Norman, N. Brothers, and R. Gales.  2002.  Long-term trends in the Australasian gannet (Morus serrator) population in Australia: the effect of climate change and commercial fisheries.  Marine Biology 141: 263-269."
2007,-38.42,141.67,n,1873,1997,,,Morus serrator,Irregular,0.6332,Positive,S,Irregular,Seabirds,125,"Bunce, A., F.I. Norman, N. Brothers, and R. Gales.  2002.  Long-term trends in the Australasian gannet (Morus serrator) population in Australia: the effect of climate change and commercial fisheries.  Marine Biology 141: 263-269."
2007,-38.27,144.68,n,1966,2000,,,Morus serrator,Irregular,0.62566,Positive,S,Irregular,Seabirds,35,"Bunce, A., F.I. Norman, N. Brothers, and R. Gales.  2002.  Long-term trends in the Australasian gannet (Morus serrator) population in Australia: the effect of climate change and commercial fisheries.  Marine Biology 141: 263-269."
2018,54.19,7.9,y,1974,1994,,,Muggiaea atlantica,Time series,1,Negative,N,Timeseries,Zooplankton,21,"Greve, W., F. Reiners and J. Nast. 1996. Biocoenotic changes of the zooplankton in the German Bight: the possible effects of eutrophication and climate. ICES Journal of Marine Science. 53: 951-956."
1098,50.15,-4.15,y,1913,2002,,y,Mullus surmuletus,Irregular,0.69574,Positive,N,Irregular,Fish,90,"Genner, M.J., D.W. Sims, V.J. Wearmouth, E.J. Southall, A.J. Southward, P.A. Henderson and S.J. Hawkins. 2004. Regional climatic warming drives long-term community change of British marine fish. Proceedings of the Royal Society of London Series B. 271: 65"
1073,56,3,y,1925,2004,,,Mullus surmuletus,Time series,0.91924,Positive,N,Timeseries,Fish,80,"Beare, D.J., F. Burns, A. Greig, E.G. Jones, K. Peach, M. Kienzle, E. Mackenzie and D.G. Reid. 2004. Long-term increases in prevalence of North Sea fishes having southern biogeographic affinities. Marine Ecology Progress Series 284: 269-278"
1074,58,0,y,1925,2003,,,Mullus surmuletus,Irregular,0.99566,Positive,N,Irregular,Fish,79,"Beare, D.J. ,F. Burns, E. Jones, K. Peach and D. Reid. 2005. Red mullet migration into the northern North Sea during late winter. Journal of Sea Research 53: 205-212"
1078,52.92,4.85,y,1973,2002,y,,Mya arenaria,Two point,0.66635,Negative,N,Twopoint,Invertebrates,30,"Beukema, J.J. and R. Dekker. 2005. Decline of recruitment success in cockles and other bivalves in the Wadden Sea: possible role of climate change, predation on postlarvae and fisheries. Marine Ecology Progress Series 287: 149-167"
1095,30,-86.5,y,1971,2006,,,Mycteroperca microlepis,Irregular,1,Positive,N,Irregular,Fish,36,"Fodrie, F.J., K.L. Heck, S.P. Powers, W.M. Graham and K.L. Robinson. 2010. Climate-related, decadal-scale assemblage changes of seagrass-associated fishes in the northern Gulf of Mexico. Global Change Biology 16: 48-59"
2111,33,-121,y,1951,2002,,,Myctophum nitidulum,Time series,0.79406,Positive,N,Timeseries,Larvalbonyfish,52,"Hsieh, C. H., C. Reiss, W. Watson, M. J. Allen, J. R. Hunter, R. N. Lea, R. H. Rosenblatt, P. E. Smith and G. Sugihara 2005.A comparison of long-term trends and variability in populations of larvae of exploited and unexploited fishes in the southern Calif"
2116,-42,148.3,y,1880,2010,,,Myliobatis australis,Irregular,0.93625,Positive,S,Irregular,Fish,131,"Last, P.R., W.T. White, D.C. Gledhill, A.J. Hobday, R. Brown, G.J. Edgar and G. Pecl. 2010. Long-term shifts in abundance and distribution of a temperate fish fauna: a response to climate change and fishing practices. Global Ecology and Biogeography."
1101,41.26,-71.25,y,1959,2005,y,,Myoxocephalus octodecemspinosus,Time series,0.12807,Negative,N,Timeseries,Fish,47,"Collie, J.S, Wood A.D. and Jeffries H.P. 2008 Long-term shifts in the species composition of a coastal fish community. Canadian Journal of Fisheries and Aquatic Sciences. 65: 1352-1365"
1101,41.34,-71.25,y,1959,2005,y,,Myoxocephalus octodecemspinosus,Time series,0.13842,Negative,N,Timeseries,Fish,47,"Collie, J.S, Wood A.D. and Jeffries H.P. 2008 Long-term shifts in the species composition of a coastal fish community. Canadian Journal of Fisheries and Aquatic Sciences. 65: 1352-1365"
101111,40,-62,n,1977,2009,,,Myxine glutinosa,Time series,0.17097,Positive,N,Timeseries,Fish,33,"Smith, Brian E.; Ford, Michael D.; Link, Jason S., Bloom or bust: synchrony in jellyfish abundance, fish consumption, benthic scavenger abundance, and environmental drivers across a continental shelf, FISHERIES OCEANOGRAPHY   Volume: 25   Issue: 5   Pages: 500-514, DOI: 10.1111/fog.12168"
2128,33,-121,y,1951,1998,y,,Nannobrachium ritteri,Time series,0.47044,Positive,N,Timeseries,Larvalbonyfish,48,"Hsieh, C., H.J. Kim, W. Watson, E. Di Lorenzo and G. Sugihara. 2009. Climate-driven changes in abundance and distribution of larvae of oceanic fishes in the southern Californian region. Global Change Biology 15: 2137-2152"
2128,33,-121,y,1951,1998,,,Nansenia candida,Time series,0.19266,Positive,N,Timeseries,Larvalbonyfish,48,"Hsieh, C., H.J. Kim, W. Watson, E. Di Lorenzo and G. Sugihara. 2009. Climate-driven changes in abundance and distribution of larvae of oceanic fishes in the southern Californian region. Global Change Biology 15: 2137-2152"
2111,33,-121,y,1951,2002,,,Nansenia candida,Time series,0.19266,Positive,N,Timeseries,Larvalbonyfish,52,"Hsieh, C. H., C. Reiss, W. Watson, M. J. Allen, J. R. Hunter, R. N. Lea, R. H. Rosenblatt, P. E. Smith and G. Sugihara 2005.A comparison of long-term trends and variability in populations of larvae of exploited and unexploited fishes in the southern Calif"
2046,51.21,-3.12,y,1981,2008,,,Necora puber,Time series,0.29396,Positive,N,Timeseries,Invertebrates,28,"Henderson, P. and D. Bird. 2010. Fish and macro-crustacean communities and their dynamics in the Severn Estuary. Marine Pollution Bulletin 61: 100-114."
2116,-42,148.3,y,1880,2010,,,Nemadactylus douglasii,Irregular,1,Positive,S,Irregular,Fish,131,"Last, P.R., W.T. White, D.C. Gledhill, A.J. Hobday, R. Brown, G.J. Edgar and G. Pecl. 2010. Long-term shifts in abundance and distribution of a temperate fish fauna: a response to climate change and fishing practices. Global Ecology and Biogeography."
2116,-41,144.55,y,1880,2010,,,Nemadactylus valenciennesi,Irregular,1,Positive,S,Irregular,Fish,131,"Last, P.R., W.T. White, D.C. Gledhill, A.J. Hobday, R. Brown, G.J. Edgar and G. Pecl. 2010. Long-term shifts in abundance and distribution of a temperate fish fauna: a response to climate change and fishing practices. Global Ecology and Biogeography."
1095,30,-86.5,y,1971,2006,,,Nicholsina usta,Irregular,1,Positive,N,Irregular,Fish,36,"Fodrie, F.J., K.L. Heck, S.P. Powers, W.M. Graham and K.L. Robinson. 2010. Climate-related, decadal-scale assemblage changes of seagrass-associated fishes in the northern Gulf of Mexico. Global Change Biology 16: 48-59"
2095,56,3,n,1981,2002,,,Noctiluca scintillans,Time series,0.95608,Positive,N,Timeseries,Phytoplankton,22,"Edwards, M., D.G. Johns, S.C. Leterme, E. Svendsen and A.J. Richardson. 2006. Regional climate change and harmful algal blooms in the northeast Atlantic. Limnology and Oceanography 51: 820-829"
2116,-42,148.3,y,1880,2010,,,Notolabrus gymnogenis,Irregular,1,Positive,S,Irregular,Fish,131,"Last, P.R., W.T. White, D.C. Gledhill, A.J. Hobday, R. Brown, G.J. Edgar and G. Pecl. 2010. Long-term shifts in abundance and distribution of a temperate fish fauna: a response to climate change and fishing practices. Global Ecology and Biogeography."
2111,33,-121,y,1951,2002,,,Notolychnus valdiviae,Time series,0.76977,Positive,N,Timeseries,Larvalbonyfish,52,"Hsieh, C. H., C. Reiss, W. Watson, M. J. Allen, J. R. Hunter, R. N. Lea, R. H. Rosenblatt, P. E. Smith and G. Sugihara 2005.A comparison of long-term trends and variability in populations of larvae of exploited and unexploited fishes in the southern Calif"
2111,33,-121,y,1951,2002,y,,Notoscopelus resplendens,Time series,0.7501,Positive,N,Timeseries,Larvalbonyfish,52,"Hsieh, C. H., C. Reiss, W. Watson, M. J. Allen, J. R. Hunter, R. N. Lea, R. H. Rosenblatt, P. E. Smith and G. Sugihara 2005.A comparison of long-term trends and variability in populations of larvae of exploited and unexploited fishes in the southern Calif"
2092,-38,55,y,1981,2007,,,Oceanites oceanicus,Irregular,0.45298,Positive,S,Irregular,Seabirds,27,"Peron, C., M. Authier, C. Barbraud, K. Delord, D. Besson and H. Weimerskirch. 2010. Interdecadal changes in at-sea distribution and abundance of subantarctic seabirds along a latitudinal gradient in the Southern Indian Ocean. Global Change Biology 16: 189"
2051,36.62,-121.91,y,1931,1996,y,,Ocenebra circumtexta,Irregular,0.62037,Positive,N,Irregular,Invertebrates,66,"Sagarin, R. D., J. P. Barry, S. E. Gilman, and C. H. Baxter. 1999. Climate-related change in an intertidal community over short and long time scales. Ecological Monographs 69:465-490"
1095,30,-86.5,y,1971,2006,,,Ocyurus chrysurus,Irregular,1,Positive,N,Irregular,Fish,36,"Fodrie, F.J., K.L. Heck, S.P. Powers, W.M. Graham and K.L. Robinson. 2010. Climate-related, decadal-scale assemblage changes of seagrass-associated fishes in the northern Gulf of Mexico. Global Change Biology 16: 48-59"
2116,-42,148.3,y,1880,2010,,,Olisthops cyanomelas,Irregular,0.91156,Positive,S,Irregular,Fish,131,"Last, P.R., W.T. White, D.C. Gledhill, A.J. Hobday, R. Brown, G.J. Edgar and G. Pecl. 2010. Long-term shifts in abundance and distribution of a temperate fish fauna: a response to climate change and fishing practices. Global Ecology and Biogeography."
2116,-42,148.3,y,1880,2010,,,Omegophora armilla,Irregular,0.91666,Positive,S,Irregular,Fish,131,"Last, P.R., W.T. White, D.C. Gledhill, A.J. Hobday, R. Brown, G.J. Edgar and G. Pecl. 2010. Long-term shifts in abundance and distribution of a temperate fish fauna: a response to climate change and fishing practices. Global Ecology and Biogeography."
2116,-42,148.3,y,1880,2010,,,Ophthalmolepis lineolata,Irregular,1,Positive,S,Irregular,Fish,131,"Last, P.R., W.T. White, D.C. Gledhill, A.J. Hobday, R. Brown, G.J. Edgar and G. Pecl. 2010. Long-term shifts in abundance and distribution of a temperate fish fauna: a response to climate change and fishing practices. Global Ecology and Biogeography."
1108,60,-84,n,1903,2005,y,y,Orcinus orca,Irregular,0.81637,Positive,N,Irregular,Mammalsandreptiles,103,"Higdon, J.W. and S. H. Ferguson. 2009. Loss of Arctic sea ice causing punctuated change in the sightings of killer whales (Orcinus orca) over the past century. Ecological Applications 19: 1365-1375"
2116,-42,148.3,y,1880,2010,,,Orectolobus halei ,Irregular,1,Negative,S,Irregular,Fish,131,"Last, P.R., W.T. White, D.C. Gledhill, A.J. Hobday, R. Brown, G.J. Edgar and G. Pecl. 2010. Long-term shifts in abundance and distribution of a temperate fish fauna: a response to climate change and fishing practices. Global Ecology and Biogeography."
1033,52.9,4.6,y,1970,2006,,,Osmerus eperlanus,Time series,0.10916,Positive,N,Timeseries,Fish,37,"Tulp, I., Bolle, L.J. and A.D. Rijnsdorp. 2008. Signals from the shallows: In search of common patterns in long-term trends in Dutch estuarine and coastal fish. Journal of Sea Research. 60: 54-73"
1101,41.26,-71.25,y,1959,2005,y,,Ovalipes ocellatus,Time series,0.64659,Positive,N,Timeseries,Invertebrates,47,"Collie, J.S, Wood A.D. and Jeffries H.P. 2008 Long-term shifts in the species composition of a coastal fish community. Canadian Journal of Fisheries and Aquatic Sciences. 65: 1352-1365"
1101,41.34,-71.25,y,1959,2005,y,,Ovalipes ocellatus,Time series,0.65191,Positive,N,Timeseries,Invertebrates,47,"Collie, J.S, Wood A.D. and Jeffries H.P. 2008 Long-term shifts in the species composition of a coastal fish community. Canadian Journal of Fisheries and Aquatic Sciences. 65: 1352-1365"
2111,33,-121,y,1951,2002,,,Oxylebius pictus,Time series,0.03461,Positive,N,Timeseries,Larvalbonyfish,52,"Hsieh, C. H., C. Reiss, W. Watson, M. J. Allen, J. R. Hunter, R. N. Lea, R. H. Rosenblatt, P. E. Smith and G. Sugihara 2005.A comparison of long-term trends and variability in populations of larvae of exploited and unexploited fishes in the southern Calif"
2130,-29.42,31.32,y,1989,2007,y,,Pachymetopon aeneum,Time series,0.01291,Positive,S,Timeseries,Fish,19,"Lloyd, P., S. Weeks, M. Magno-Canto, G. Plaganyi and E. Plaganyi. 2010 Ocean warming alters species abundance patterns and increases species richness in an African sub-tropical reef-fish community. Fisheries Oceanography 21: 78-94"
2046,51.21,-3.12,y,1981,2008,y,y,Palaemon serratus,Time series,0.69157,Positive,N,Timeseries,Invertebrates,28,"Henderson, P. and D. Bird. 2010. Fish and macro-crustacean communities and their dynamics in the Severn Estuary. Marine Pollution Bulletin 61: 100-114."
2093,55.4,-161.6,y,1972,2005,,,Pandalus borealis ,Time series,0.36846,Negative,N,Timeseries,Invertebrates,34,"Litzow, M.A. and L. Ciannelli. 2007. Oscillating trophic control induces community reorganization in a marine ecosystem. Ecology Letters 10: 1124-1134"
2046,51.21,-3.12,y,1981,2008,y,y,Pandalus montagui,Time series,0.34966,Positive,N,Timeseries,Invertebrates,28,"Henderson, P. and D. Bird. 2010. Fish and macro-crustacean communities and their dynamics in the Severn Estuary. Marine Pollution Bulletin 61: 100-114."
1012,54.4,-9.3,y,1958,2003,y,,Paracentrotus lividus ,Two point,0.88361,Negative,N,Twopoint,Invertebrates,46,"Simkanin, C., A. Power, A. Myers, D. McGrath, A. Southward, N. Mieszkowska, R. Leaper, and R. O'Riordan. 2005. Using historical data to detect temporal changes in the abundances of intertidal species on Irish shores. Journal of the Marine Biological Assoc"
2111,33,-121,y,1951,2002,,,Paralichthys californicus,Time series,0.55059,Positive,N,Timeseries,Larvalbonyfish,52,"Hsieh, C. H., C. Reiss, W. Watson, M. J. Allen, J. R. Hunter, R. N. Lea, R. H. Rosenblatt, P. E. Smith and G. Sugihara 2005.A comparison of long-term trends and variability in populations of larvae of exploited and unexploited fishes in the southern Calif"
101093,38.75,-70,n,1972,2008,,,Paralichthys dentatus,Time series,0.65874,Positive,N,Timeseries,Fish,37,"Bell, Richard J.; Richardson, David E.; Hare, Jonathan A.; et al., Disentangling the effects of climate, abundance, and size on the distribution of marine fish: an example based on four stocks from the Northeast US shelf, ICES JOURNAL OF MARINE SCIENCE   Volume: 72   Issue: 5   Pages: 1311-1322, DOI: 10.1093/icesjms/fsu217"
1101,41.26,-71.25,y,1959,2005,y,,Paralichthys dentatus,Time series,0.91443,Positive,N,Timeseries,Fish,47,"Collie, J.S, Wood A.D. and Jeffries H.P. 2008 Long-term shifts in the species composition of a coastal fish community. Canadian Journal of Fisheries and Aquatic Sciences. 65: 1352-1365"
1101,41.34,-71.25,y,1959,2005,,,Paralichthys dentatus,Time series,0.92258,Positive,N,Timeseries,Fish,47,"Collie, J.S, Wood A.D. and Jeffries H.P. 2008 Long-term shifts in the species composition of a coastal fish community. Canadian Journal of Fisheries and Aquatic Sciences. 65: 1352-1365"
